id,nama_kost,alamat,lokasi_jabodetabek,harga,AC,Kasur,Lemari,WiFi,"Wc duduk","Kamar mandi dalam",Listrik,"Luas kamar",gender,deskripsi
2339,"Kost Harmoni Indah","Jln. Abdul Muis No. 803, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1500000,0,0,0,1,1,1,0,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Wc duduk, WiFi, Kamar Mandi Dalam di Bogor Tengah, Bogor"
2340,"Kost Sejahtera Indah","Ds. Adisumarmo No. 274, Limo, Depok","Limo, Depok",1600000,0,0,0,0,0,0,0,"18 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Dapur Bersama di Limo, Depok"
2341,"Kost Wisma Utama","Ds. Rajawali Barat No. 831, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1600000,1,1,0,0,0,0,0,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Dapur Bersama, Kasur di Tangerang Kota, Tangerang"
2342,"Kost Harmoni Jaya","Gg. Astana Anyar No. 943, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",600000,1,0,0,1,0,0,0,"16 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, AC di Bekasi Timur, Bekasi"
2343,"Kost Harmoni Baru","Ds. Gajah Mada No. 657, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1500000,0,1,0,1,0,0,0,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Dapur Bersama, Kasur di Jakarta Timur, Jakarta"
2344,"Kost Damai Lestari","Dk. Qrisdoren No. 105, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1200000,0,0,1,0,0,1,0,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Lemari, Dapur Bersama di Bogor Tengah, Bogor"
2345,"Kost Nyaman Selaras","Ki. Gatot Subroto No. 472, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",900000,0,1,1,1,1,0,0,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Kasur, Lemari, Wc duduk di Jakarta Utara, Jakarta"
2346,"Kost Sentosa Abadi","Kpg. Kyai Gede No. 348, Pancoran Mas, Depok","Pancoran Mas, Depok",800000,1,0,0,0,0,0,0,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, AC, Dapur Bersama di Pancoran Mas, Depok"
2347,"Kost Wisma Utama","Kpg. Batako No. 116, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1800000,0,0,0,0,1,1,0,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Dapur Bersama, Kamar Mandi Dalam, Luas kamar di Bogor Tengah, Bogor"
2348,"Kost Sejahtera Abadi","Jln. Radio No. 109, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1100000,1,1,0,0,1,1,0,"21 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Wc duduk, AC, Kasur di Bekasi Barat, Bekasi"
2349,"Kost Indah Barokah","Ds. Karel S. Tubun No. 873, Bogor Utara, Bogor","Bogor Utara, Bogor",1500000,1,0,0,0,1,0,0,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, AC di Bogor Utara, Bogor"
2350,"Kost Wisma Utama","Kpg. Yos No. 337, Sukmajaya, Depok","Sukmajaya, Depok",700000,0,0,0,1,0,1,0,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, WiFi di Sukmajaya, Depok"
2351,"Kost Nyaman Lestari","Dk. Tangkuban Perahu No. 465, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1400000,0,1,0,0,0,1,1,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Kasur, Listrik di Bekasi Selatan, Bekasi"
2352,"Kost Griya Makmur","Dk. Bakti No. 55, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",600000,0,0,1,1,0,0,0,"11 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, WiFi di Tangerang Kota, Tangerang"
2353,"Kost Asri Abadi","Jln. Yosodipuro No. 835, Cimanggis, Depok","Cimanggis, Depok",1500000,1,0,0,0,1,0,0,"21 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Luas kamar, AC di Cimanggis, Depok"
2354,"Kost Griya Asri","Ds. Baing No. 279, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",500000,0,1,1,0,0,1,0,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Kasur, Kamar Mandi Dalam, Luas kamar di Bekasi Barat, Bekasi"
2355,"Kost Nyaman Asri","Gg. Kiaracondong No. 449, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",800000,1,1,0,0,0,0,0,"27 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Kasur di Tangerang Selatan, Tangerang"
2356,"Kost Griya Asri","Jr. PHH. Mustofa No. 23, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1000000,0,1,1,0,0,1,0,"30 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Kasur, Kamar Mandi Dalam, Luas kamar di Jakarta Utara, Jakarta"
2357,"Kost Bahagia Barokah","Psr. Kebonjati No. 905, Limo, Depok","Limo, Depok",700000,0,0,0,1,1,0,0,"27 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Wc duduk, WiFi di Limo, Depok"
2358,"Kost Wisma Selaras","Gg. Zamrud No. 799, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1900000,0,0,0,1,1,1,0,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Kamar Mandi Dalam, Wc duduk di Jakarta Barat, Jakarta"
2359,"Kost Sentosa Barokah","Ki. Villa No. 562, Bogor Barat, Bogor","Bogor Barat, Bogor",1200000,0,1,0,0,0,1,0,"15 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Dapur Bersama, Kamar Mandi Dalam di Bogor Barat, Bogor"
2360,"Kost Nyaman Jaya","Ki. Padma No. 138, Cimanggis, Depok","Cimanggis, Depok",1600000,0,0,0,0,1,1,0,"25 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Kamar Mandi Dalam di Cimanggis, Depok"
2361,"Kost Bahagia Utama","Ds. Madiun No. 939, Bogor Barat, Bogor","Bogor Barat, Bogor",1100000,0,1,0,0,1,0,0,"15 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Kasur di Bogor Barat, Bogor"
2362,"Kost Damai Indah","Ki. Lumban Tobing No. 537, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",600000,0,1,1,0,1,0,0,"16 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Kasur, Dapur Bersama, Lemari di Jakarta Timur, Jakarta"
2363,"Kost Harmoni Jaya","Jr. Eka No. 848, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",1600000,0,0,0,1,1,0,1,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Wc duduk, Listrik, WiFi di Jakarta Selatan, Jakarta"
2364,"Kost Indah Utama","Ds. Abdul No. 815, Pancoran Mas, Depok","Pancoran Mas, Depok",750000,0,0,0,1,0,1,0,"12 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, WiFi, Kamar Mandi Dalam di Pancoran Mas, Depok"
2365,"Kost Sejahtera Makmur","Jr. Haji No. 640, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",750000,1,0,1,1,0,0,1,"15 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, AC, WiFi, Listrik di Bekasi Barat, Bekasi"
2366,"Kost Sejahtera Baru","Ki. Baranang No. 716, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",750000,0,0,0,0,1,1,1,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Wc duduk, Kamar Mandi Dalam di Bekasi Timur, Bekasi"
2367,"Kost Nyaman Jaya","Ki. Bacang No. 294, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1500000,0,0,1,0,1,0,1,"25 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Listrik, Lemari, Wc duduk di Bekasi Selatan, Bekasi"
2368,"Kost Griya Makmur","Jr. Baing No. 772, Cimanggis, Depok","Cimanggis, Depok",1300000,0,0,1,0,1,0,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Lemari, Dapur Bersama di Cimanggis, Depok"
2369,"Kost Sentosa Selaras","Gg. Panjaitan No. 874, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1200000,0,1,0,1,0,0,0,"15 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, WiFi di Jakarta Utara, Jakarta"
2370,"Kost Asri Baru","Dk. Sutarto No. 362, Limo, Depok","Limo, Depok",1300000,1,1,0,0,1,0,0,"17 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Kasur, AC, Wc duduk di Limo, Depok"
2371,"Kost Nyaman Indah","Gg. Gardujati No. 786, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1000000,1,0,0,1,0,1,1,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Kamar Mandi Dalam, WiFi, AC di Jakarta Pusat, Jakarta"
2372,"Kost Griya Selaras","Ki. Sukabumi No. 278, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1550000,1,1,0,0,1,1,0,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Kamar Mandi Dalam, Wc duduk, Kasur di Bekasi Barat, Bekasi"
2373,"Kost Harmoni Baru","Jln. Warga No. 695, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",700000,0,1,0,0,1,1,0,"18 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Kasur, Wc duduk di Bekasi Timur, Bekasi"
2374,"Kost Asri Indah","Ki. Supomo No. 710, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1550000,1,0,1,0,0,0,1,"18 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Lemari, Dapur Bersama, Listrik di Bekasi Timur, Bekasi"
2375,"Kost Bahagia Selaras","Ki. HOS. Cjokroaminoto (Pasirkaliki) No. 39, Limo, Depok","Limo, Depok",1900000,1,1,0,1,0,0,0,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Kasur, WiFi di Limo, Depok"
2376,"Kost Nyaman Selaras","Gg. Ciumbuleuit No. 570, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1300000,0,0,0,0,0,0,0,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Luas kamar di Tangerang Utara, Tangerang"
2377,"Kost Bahagia Selaras","Ki. Teuku Umar No. 815, Cimanggis, Depok","Cimanggis, Depok",1100000,0,0,1,0,0,1,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Lemari, Luas kamar di Cimanggis, Depok"
2378,"Kost Sejahtera Utama","Jr. Cikutra Barat No. 349, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",750000,0,0,0,1,0,0,1,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, WiFi, Dapur Bersama di Tangerang Utara, Tangerang"
2379,"Kost Damai Abadi","Gg. Kebonjati No. 242, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1100000,0,0,0,0,1,0,0,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Dapur Bersama di Jakarta Timur, Jakarta"
2380,"Kost Nyaman Makmur","Dk. Raden Saleh No. 326, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1500000,0,0,0,0,1,0,0,"26 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Luas kamar di Jakarta Timur, Jakarta"
2381,"Kost Nyaman Asri","Jln. Adisumarmo No. 731, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",800000,1,0,0,0,0,1,1,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Kamar Mandi Dalam, Listrik, Dapur Bersama di Tangerang Utara, Tangerang"
2382,"Kost Bahagia Baru","Dk. Dewi Sartika No. 406, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",900000,0,1,1,0,1,0,1,"26 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Wc duduk, Lemari, Listrik di Tangerang Kota, Tangerang"
2383,"Kost Sentosa Baru","Psr. W.R. Supratman No. 458, Beji, Depok","Beji, Depok",1100000,0,0,1,0,1,0,0,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Luas kamar, Lemari di Beji, Depok"
2384,"Kost Bahagia Makmur","Jln. Bayan No. 301, Bogor Barat, Bogor","Bogor Barat, Bogor",1250000,1,0,0,0,0,1,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, AC di Bogor Barat, Bogor"
2385,"Kost Asri Indah","Psr. Abdul. Muis No. 194, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1500000,0,0,0,1,0,1,1,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Dapur Bersama, Kamar Mandi Dalam, WiFi di Tangerang Kota, Tangerang"
2386,"Kost Bahagia Lestari","Dk. Ahmad Dahlan No. 335, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1250000,0,0,0,1,0,0,0,"18 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Luas kamar, WiFi di Jakarta Utara, Jakarta"
2387,"Kost Sentosa Asri","Ds. Bakau Griya Utama No. 220, Sukmajaya, Depok","Sukmajaya, Depok",600000,1,1,0,0,0,0,0,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Luas kamar, Dapur Bersama, Kasur di Sukmajaya, Depok"
2388,"Kost Indah Baru","Jln. Wora Wari No. 915, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1200000,0,0,1,1,0,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, WiFi di Tangerang Selatan, Tangerang"
2389,"Kost Asri Lestari","Jr. Dewi Sartika No. 386, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",900000,1,0,0,0,0,0,1,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Dapur Bersama, Listrik, AC di Jakarta Utara, Jakarta"
2390,"Kost Sejahtera Abadi","Gg. B.Agam 1 No. 988, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",700000,0,0,0,1,1,0,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, WiFi, Dapur Bersama di Bekasi Timur, Bekasi"
2391,"Kost Wisma Baru","Ki. Basuki No. 31, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",600000,0,0,1,0,0,0,1,"27 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Listrik, Dapur Bersama di Bekasi Selatan, Bekasi"
2392,"Kost Sentosa Makmur","Kpg. Samanhudi No. 398, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1400000,0,1,0,0,0,0,0,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Luas kamar, Dapur Bersama di Jakarta Barat, Jakarta"
2393,"Kost Nyaman Makmur","Dk. Ters. Buah Batu No. 118, Limo, Depok","Limo, Depok",1300000,1,0,0,0,0,0,1,"26 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Listrik di Limo, Depok"
2394,"Kost Sejahtera Lestari","Kpg. Sugiyopranoto No. 81, Limo, Depok","Limo, Depok",1200000,0,1,0,1,0,1,1,"27 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Listrik, Kasur, Kamar Mandi Dalam di Limo, Depok"
2395,"Kost Nyaman Indah","Kpg. Teuku Umar No. 205, Bogor Selatan, Bogor","Bogor Selatan, Bogor",1000000,1,0,0,1,1,0,0,"14 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, AC, Wc duduk di Bogor Selatan, Bogor"
2396,"Kost Bahagia Makmur","Ds. Kali No. 770, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1900000,0,0,0,1,0,1,1,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, WiFi, Listrik di Jakarta Pusat, Jakarta"
2397,"Kost Indah Asri","Gg. Zamrud No. 33, Sukmajaya, Depok","Sukmajaya, Depok",750000,1,0,0,1,0,1,0,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Luas kamar, WiFi, Kamar Mandi Dalam di Sukmajaya, Depok"
2398,"Kost Indah Asri","Jr. Baha No. 126, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1700000,1,1,0,0,1,1,0,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Kasur, Kamar Mandi Dalam, AC di Tangerang Utara, Tangerang"
2399,"Kost Damai Lestari","Jr. Gardujati No. 936, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1550000,0,1,0,0,1,1,0,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Dapur Bersama, Kasur, Kamar Mandi Dalam di Tangerang Selatan, Tangerang"
2400,"Kost Sejahtera Indah","Jln. Madiun No. 604, Limo, Depok","Limo, Depok",900000,1,0,1,1,0,0,0,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, AC, WiFi, Luas kamar di Limo, Depok"
2401,"Kost Indah Selaras","Jln. Agus Salim No. 316, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1600000,1,0,0,0,1,1,1,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Wc duduk, Kamar Mandi Dalam, Listrik di Tangerang Utara, Tangerang"
2402,"Kost Griya Indah","Dk. Salatiga No. 75, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",1550000,0,0,0,1,0,1,0,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, WiFi di Bekasi Utara, Bekasi"
2403,"Kost Wisma Abadi","Dk. Salam No. 791, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1400000,0,0,1,0,1,0,0,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Lemari, Dapur Bersama di Tangerang Selatan, Tangerang"
2404,"Kost Indah Jaya","Jln. Ir. H. Juanda No. 984, Bogor Selatan, Bogor","Bogor Selatan, Bogor",600000,1,0,1,1,0,1,0,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, WiFi, AC, Lemari di Bogor Selatan, Bogor"
2405,"Kost Asri Utama","Jln. S. Parman No. 596, Cimanggis, Depok","Cimanggis, Depok",900000,0,0,0,1,0,1,0,"14 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Kamar Mandi Dalam, WiFi di Cimanggis, Depok"
2406,"Kost Damai Barokah","Dk. HOS. Cjokroaminoto (Pasirkaliki) No. 87, Cimanggis, Depok","Cimanggis, Depok",1300000,1,1,0,0,0,0,1,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Listrik, Kasur di Cimanggis, Depok"
2407,"Kost Nyaman Indah","Jln. Ekonomi No. 351, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",1300000,0,0,0,1,0,1,0,"16 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Kamar Mandi Dalam, WiFi, Dapur Bersama di Jakarta Selatan, Jakarta"
2408,"Kost Damai Barokah","Ds. Cikapayang No. 734, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1600000,1,0,1,0,1,0,0,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Lemari, Wc duduk di Tangerang Utara, Tangerang"
2409,"Kost Asri Baru","Kpg. Raden Saleh No. 634, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",600000,0,1,0,0,1,0,0,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Kasur, Luas kamar di Jakarta Pusat, Jakarta"
2410,"Kost Asri Utama","Ds. Merdeka No. 189, Pancoran Mas, Depok","Pancoran Mas, Depok",500000,0,1,1,0,0,0,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Lemari di Pancoran Mas, Depok"
2411,"Kost Griya Abadi","Psr. Soekarno Hatta No. 670, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1700000,0,1,0,0,0,1,1,"18 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Kamar Mandi Dalam, Listrik di Bekasi Barat, Bekasi"
2412,"Kost Sejahtera Jaya","Kpg. Samanhudi No. 802, Bogor Tengah, Bogor","Bogor Tengah, Bogor",700000,0,0,0,1,1,1,0,"27 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Kamar Mandi Dalam, WiFi di Bogor Tengah, Bogor"
2413,"Kost Sentosa Utama","Dk. Rajawali Barat No. 627, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1500000,0,1,0,0,1,1,0,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Kasur, Wc duduk di Jakarta Pusat, Jakarta"
2414,"Kost Sentosa Abadi","Gg. Bara Tambar No. 644, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1600000,1,0,0,0,1,1,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, AC, Kamar Mandi Dalam di Tangerang Selatan, Tangerang"
2415,"Kost Sejahtera Baru","Jr. Bakau Griya Utama No. 52, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",600000,1,0,0,1,0,0,0,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, AC di Jakarta Pusat, Jakarta"
2416,"Kost Wisma Indah","Dk. Ketandan No. 943, Bogor Timur, Bogor","Bogor Timur, Bogor",1000000,0,0,1,0,0,1,0,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Lemari di Bogor Timur, Bogor"
2417,"Kost Damai Lestari","Jln. Baabur Royan No. 107, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1550000,1,1,0,0,1,0,0,"11 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Wc duduk, AC di Jakarta Utara, Jakarta"
2418,"Kost Bahagia Lestari","Ki. Banal No. 844, Bogor Utara, Bogor","Bogor Utara, Bogor",600000,0,1,0,0,0,1,1,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Listrik, Kamar Mandi Dalam di Bogor Utara, Bogor"
2419,"Kost Damai Utama","Psr. Basmol Raya No. 511, Bogor Utara, Bogor","Bogor Utara, Bogor",700000,0,0,1,0,0,0,0,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Lemari di Bogor Utara, Bogor"
2420,"Kost Sentosa Indah","Dk. Kyai Mojo No. 801, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",750000,1,0,0,0,1,0,0,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Wc duduk di Bekasi Selatan, Bekasi"
2421,"Kost Indah Abadi","Ds. Bagas Pati No. 373, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",1800000,1,1,0,0,0,0,0,"22 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, AC di Jakarta Selatan, Jakarta"
2422,"Kost Wisma Indah","Ds. Dago No. 898, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",1100000,1,0,0,0,0,0,1,"18 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, AC, Luas kamar, Dapur Bersama di Bekasi Utara, Bekasi"
2423,"Kost Sentosa Makmur","Ki. Gajah No. 602, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",700000,1,0,0,0,1,0,1,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, AC, Wc duduk di Bekasi Timur, Bekasi"
2424,"Kost Griya Abadi","Ki. Cihampelas No. 179, Bogor Selatan, Bogor","Bogor Selatan, Bogor",900000,0,0,0,0,0,1,1,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Kamar Mandi Dalam di Bogor Selatan, Bogor"
2425,"Kost Griya Makmur","Gg. Gotong Royong No. 595, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1000000,0,0,1,1,0,0,0,"16 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Lemari di Bekasi Selatan, Bekasi"
2426,"Kost Nyaman Asri","Dk. Perintis Kemerdekaan No. 39, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",500000,0,1,0,0,1,0,0,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Kasur, Luas kamar, Wc duduk di Bekasi Selatan, Bekasi"
2427,"Kost Damai Selaras","Ki. Tentara Pelajar No. 913, Bogor Utara, Bogor","Bogor Utara, Bogor",500000,0,0,0,0,0,0,0,"22 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Dapur Bersama di Bogor Utara, Bogor"
2428,"Kost Wisma Lestari","Dk. Warga No. 101, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",900000,1,0,0,0,1,0,0,"10 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Wc duduk di Tangerang Utara, Tangerang"
2429,"Kost Nyaman Asri","Kpg. Lumban Tobing No. 602, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1500000,0,0,0,1,1,0,0,"19 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, WiFi di Tangerang Utara, Tangerang"
2430,"Kost Sentosa Barokah","Kpg. Madrasah No. 162, Bogor Utara, Bogor","Bogor Utara, Bogor",600000,0,1,0,0,0,1,0,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kasur, Kamar Mandi Dalam di Bogor Utara, Bogor"
2431,"Kost Wisma Selaras","Ds. K.H. Maskur No. 886, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1800000,1,1,0,0,1,1,0,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Kamar Mandi Dalam, AC, Wc duduk di Tangerang Utara, Tangerang"
2432,"Kost Sentosa Baru","Jln. Baranangsiang No. 57, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1900000,0,0,1,0,1,0,1,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Listrik, Lemari, Wc duduk di Bekasi Barat, Bekasi"
2433,"Kost Bahagia Makmur","Psr. Abdul Rahmat No. 895, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1400000,0,0,0,0,0,0,1,"15 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, Dapur Bersama di Tangerang Utara, Tangerang"
